Cheese Name,Milk Type,Texture,Rind,Color,Flavor,Aroma,,,,,,,,,,
/cendre-des-pres/,Made from pasteurized cow's milk,Canada,Quebec,Brie,"soft, artisan, soft-ripened",27%,"buttery, creamy and soft",bloomy,ivory,"acidic, buttery, creamy, fruity, mushroomy","aromatic, buttery, floral, lactic, mushroom, woody",Fromagerie Domaine Féodal inc.,,,,
/organic-fitness/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",35%,creamy and smooth,natural,yellow,"mild, spicy",mild,Sulzberger Käserebellen Sennerei GmbH,Bio-Fitnesskäse,,,,
/miss-muffet/,Made from pasteurized cow's milk,England,North Cornwall,Cornish,"semi-soft, artisan",smooth and supple,washed,ivory,creamy,nutty,yes,Whalesborough Farm Foods,,,,
/caciobirraio/,Made from pasteurized cow's milk,Italy,Veneto,soft,compact,natural,straw,"bitter, subtle","aromatic, toasty",no,La Casearia Carpenedo S.r.l.,,,,,
/chateau-de-versailles/,Made from pasteurized cow's milk,Canada,Quebec,Brie,"soft, soft-ripened","buttery, creamy, runny, soft and soft-ripened",bloomy,ivory,"buttery, creamy",pungent,Tre Stelle,,,,,
/criffel/,Made from unpasteurized cow's milk,Scotland and United Kingdom,Dumfriesshire,"semi-hard, artisan",creamy and smooth,washed,straw,smooth,"pungent, strong",yes,Loch Arthur Creamery,,,,,
/aspen-ash/,Made from pasteurized goat's milk,United States,Colorado,"soft, soft-ripened",creamy,ash coated,white,"acidic, creamy",earthy,yes,Haystack Mountain Goat Dairy,,,,,
/organic-wild-garlic/,Made from unpasteurized cow's milk,Austria,Sulzberg,"semi-hard, artisan",50%,"creamy, firm and smooth",natural,brownish yellow,"garlicky, spicy",fresh,Sulzberger Käserebellen Sennerei GmbH,Bio-Bärlauchkäse,,,,
/point-reyes-original-blue/,Made from unpasteurized cow's milk,United States,California,Blue,"semi-soft, artisan, blue-veined",buttery and creamy,natural,white,"creamy, milky, strong, sweet","fresh, milky, strong",yes,Point Reyes Farmstead Cheese Co,Original Blue,,,
/boivin-marbled-cheddar/,Made from pasteurized cow's milk,Canada,Quebec,Cheddar,"semi-soft, processed",31%,firm and smooth,rindless,golden orange,"mild, salty, sweet",buttery,La Fromagerie Boivin,,,,
/salemville-smokehaus-blue/,Made from cow's milk,United States,Wisconsin,Blue,"semi-soft, artisan, blue-veined",creamy,ivory,"creamy, smokey","earthy, rich, smokey","DCI Cheese Company, Inc",,,,,,
/fou-du-roy/,Made from pasteurized cow's milk,Canada,Quebec,"semi-soft, artisan, smear-ripened","creamy, soft and supple",washed,cream,creamy,"buttery, grassy, nutty",Fromagiers de la table ronde,,,,,,
/yarra-valley-le-jack/,"Yarra Valley, Victoria",22.5 g/100g,white,yes,,,,,,,,,,,,
/yarra-valley-juno/,Made from goat's milk,Australia,"Yarra Valley, Victoria","soft, artisan",22.5 g/100g,creamy,rindless,white,"creamy, fruity","fresh, garlicky",yes,Yarra Valley Dairy,,,,
/bourdin-goat-log/,Made from goat's milk,France,Cottage,soft,creamy and soft,rindless,"creamy, tangy",fresh,"Bourdin Chevre, Chevre by Bourdin",,,,,,,
/carnia-altobut/,Made from unpasteurized cow's milk,Italy,Carnia,"hard, artisan","compact, elastic, firm and open",natural,pale yellow,"pronounced, strong, subtle","aromatic, floral",no,La Casearia Carpenedo S.r.l.,,,,,
/mountain-goat/,Made from goat's milk,Australia,"Mornington Peninsula, Melbourne",Tomme,"hard, artisan",firm,natural,ivory,subtle,yes,BoatShed Cheese,,,,,
/caprano/,Made from pasteurized goat's milk,Canada,Quebec,"hard, semi-hard",26%,"crumbly, open and smooth",natural,pale yellow,pronounced,"goaty, strong",yes,La Maison Alexis de Portneuf Inc.,Aged Caprano,,,
/brillo-di-treviso/,Made from pasteurized cow's milk,Italy,Veneto,soft,compact,natural,ivory,"fruity, tangy","aromatic, subtle",no,La Casearia Carpenedo S.r.l.,,,,,
/goat-gouda/,Made from pasteurized goat's milk,United States,California,Gouda,"semi-hard, artisan",11 g/100g,grainy and smooth,natural,pale yellow,"caramel, nutty","aromatic, sweet",yes,Central Coast Creamery,Central Coast Goat Gouda,,
/okanagan-double-cream-camembert/,Made from pasteurized cow's milk,Canada,Quebec,Camembert,"soft, artisan, soft-ripened","buttery, creamy, soft and soft-ripened",bloomy,pale yellow,"buttery, creamy, mushroomy","mushroom, pungent",Poplar Grove Cheese,Poplar Grove Camembert,,,,
/chelsea-blue/,Australia,"Mornington Peninsula, Melbourne",Blue,artisan,crumbly,"nutty, salty, sweet","nutty, sweet",yes,BoatShed Cheese,,,,,,,
/island-bries/,Made from pasteurized cow's milk,Canada,British Columbia,Brie,"soft, artisan, soft-ripened",25%,"buttery, creamy, runny, soft and soft-ripened",bloomy,pale yellow,"creamy, mild, mushroomy","earthy, grassy, mushroom",Little Qualicum Cheeseworks,,,,
/ubriaco-di-zibibbo/,Made from unpasteurized cow's milk,Italy,Veneto,Pasta filata,semi-hard,"elastic, firm and stringy",natural,straw,"buttery, pronounced, salty, strong",sweet,no,La Casearia Carpenedo S.r.l.,,,,
/saint-honore/,Made from pasteurized cow's milk,Canada,Quebec,Brie,"soft, soft-ripened","creamy, smooth, soft, soft-ripened and supple",bloomy,cream,"creamy, mild",mild,La Maison Alexis de Portneuf Inc.,,,,,
/caprese-di-bufala/,Made from pasteurized water buffalo's milk,Italy,Veneto,soft,oily and smooth,natural,straw,"herbaceous, mild, subtle, vegetal","aromatic, fresh",no,La Casearia Carpenedo S.r.l.,,,,,
/morangie-brie/,Made from pasteurized cow's or sheep's milk,Scotland,Tain,Brie,"soft, artisan",creamy and smooth,cream,"creamy, smooth, sweet","mild, milky, sweet",Highland Fine Cheeses Limited,Jezebel,,,,,
/yarra-valley-white-savourine/,Made from goat's milk,Australia,"Yarra Valley, Victoria","semi-hard, artisan",22.5 g/100g,dense and firm,white,"acidic, citrusy","fresh, nutty",yes,Yarra Valley Dairy,,,,,
/boulder-chevre/,Made from pasteurized goat's milk,United States,Colorado,"semi-soft, artisan",5 g/100g,"creamy, crumbly and firm",rindless,white,"citrusy, grassy, tangy","clean, fresh",yes,Haystack Mountain Goat Dairy,,,,
/yarra-valley-bulls-eyes/,Made from cow's milk,Australia,"Yarra Valley, Victoria","semi-hard, artisan",creamy,golden yellow,"earthy, sweet","nutty, sweet",yes,Yarra Valley Dairy,,,,,,
/gorgonzola-piccante-dop/,Made from pasteurized cow's milk,Italy,"Lombardy, Italy",Blue,"hard, artisan, blue-veined",48%,compact and crumbly,natural,pale yellow,"creamy, pronounced, sharp, strong","pungent, spicy",no,"Arrigoni , La Casearia Carpenedo S.r.l.",Mountain Gorgonzola,"Gorgonzola Naturale, Gorgonzola Montagna",
/bleubry/,Made from pasteurized cow's milk,Canada,Quebec,Blue,"soft, blue-veined",37%,"creamy, smooth and supple",mold ripened,cream,"creamy, mild, savory",pungent,no,La Maison Alexis de Portneuf Inc.,,,
/pizy/,Made from pasteurized cow's milk,Canada,Quebec,Tomme,"soft, artisan, soft-ripened",27%,"creamy, smooth and soft",bloomy,ivory,"bitter, buttery, mild, milky, salty",mushroom,Fromagerie La Suisse Normande,,,,
/don-olivo/,Made from unpasteurized cow's milk,Italy and Switzerland,Veneto,semi-soft,crumbly,natural,straw,"pronounced, rustic, strong, tangy",La Casearia Carpenedo S.r.l.,,,,,,,
/yarra-valley-gentle-goat/,Made from goat's milk,Australia,"Yarra Valley, Victoria","fresh soft, artisan",45%,creamy,rindless,white,"acidic, citrusy, salty","fresh, milky",no,Yarra Valley Dairy,,,,
/yarra-valley-black-savourine/,Made from goat's milk,Australia,"Yarra Valley, Victoria","semi-hard, artisan",22.5 g/100g,firm,ash coated,white,"acidic, sour","fresh, nutty",yes,Yarra Valley Dairy,,,,
/chile-jack/,Made from pasteurized goat's milk,United States,Colorado,Monterey Jack,"semi-soft, artisan",creamy,waxed,cream,"creamy, spicy, subtle, tangy",mild,yes,Haystack Mountain Goat Dairy,,,,
/le-cendrillon/,Made from pasteurized goat's milk,Canada,Quebec,soft,25%,creamy and smooth,ash coated,ivory,"acidic, pronounced, sour",goaty,La Maison Alexis de Portneuf Inc.,,,,,
/cornish-smuggler/,Made from pasteurized cow's milk,England,North Cornwall,Cheddar,"semi-soft, artisan",creamy,mold ripened,ivory,creamy,rich,yes,Whalesborough Farm Foods,,,,
/horizon/,Made from goat's milk,Australia,"Mornington Peninsula, Melbourne",artisan,firm,natural,white,mild,"mild, subtle",yes,BoatShed Cheese,,,,,
/chevre-des-neiges/,Made from pasteurized cow's and goat's milk,Canada,Quebec,fresh soft,24%,"soft, spreadable and supple",rindless,white,"fruity, mild, nutty","aromatic, fresh, fruity",La Maison Alexis de Portneuf Inc.,"Chèvre des neiges coconut, Chèvre des neiges fig & orange",,,,
/lempereur/,Canada,Quebec,"soft, artisan",15%,creamy and supple,washed,cream,"buttery, salty","fruity, milky, nutty",Fromagerie Fritz Kaiser,"Empereur allégé, L’Empereur Léger",,,,,
/meredith-ashed-pyramids/,Made from goat's milk,Australia,Victoria,"fresh soft, artisan",creamy and soft,ash coated,white,"creamy, smooth",fresh,Meredith Dairy,,,,,,
/comox-camembert/,Made from pasteurized cow's milk,Canada,Quebec,Camembert,"soft, artisan, soft-ripened",28%,"buttery, chalky, creamy, soft, soft-ripened and supple",bloomy,pale yellow,"buttery, creamy, mushroomy","milky, mushroom, pungent",Natural Pastures Cheese Company,,,,
/paillot-de-chevre/,Made from pasteurized goat's milk,Canada,Quebec,"soft, soft-ripened",26%,"firm, runny, smooth and soft-ripened",bloomy,white,"acidic, nutty, tangy","goaty, lactic",La Maison Alexis de Portneuf Inc.,,,,,
/noyan/,Made from pasteurized cow's milk,Canada,"Noyan, Quebec","semi-soft, artisan, smear-ripened",24%,"open, smooth and supple",washed,cream,"acidic, milky, nutty",mushroom,Fromagerie Fritz Kaiser,,,,,
/wall-street-gold/,Made from unpasteurized goat's milk,United States,Colorado,"hard, artisan",firm,natural,"earthy, meaty, nutty",clean,yes,Haystack Mountain Goat Dairy,,,,,,
/mirabo-brie-with-walnut/,Made from pasteurized cow's milk,Germany,Bavaria,Brie,"semi-soft, soft-ripened","creamy, smooth and soft",natural,ivory,"nutty, savory",nutty,Käserei Champignon,"Mirabo Walnut, Mirabo Brie Walnut",,,,
/cambus-omay/,Made from unpasteurized cow's milk,Scotland,Aberdeenshire,"semi-hard, artisan",creamy,cloth wrapped,cream,sharp,strong,The Cambus O’May Cheese Company,,,,,,
/st-fidele-swiss/,Made from pasteurized cow's milk,Canada,Quebec,Swiss Cheese,semi-hard,17%,"elastic, firm and open",rindless,ivory,"nutty, sweet","aromatic, sweet",Fromagerie St-Fidèle,"Suisse St-Fidèle léger, La Belle Brune",Suisse St-Fidèle,,
/ubriaco-di-nero-davola/,Made from pasteurized sheep's milk,Italy,Veneto,hard,compact and crumbly,natural,straw,"sharp, spicy",pronounced,no,La Casearia Carpenedo S.r.l.,,,,,
/toma-blu-alle-erbe/,Made from pasteurized cow's milk,Italy,Veneto,Blue,"semi-hard, blue-veined",compact,natural,cream,"herbaceous, pronounced","aromatic, pleasant",no,La Casearia Carpenedo S.r.l.,,,,
/conciato-al-pepe/,Made from pasteurized cow's milk,Italy,Veneto,hard,compact and crumbly,natural,pale yellow,"sharp, spicy",aromatic,no,La Casearia Carpenedo S.r.l.,,,,,
/little-qualicum-raclette/,Made from unpasteurized cow's milk,Canada,British Columbia,Raclette,"semi-soft, artisan",firm and supple,washed,ivory,"meaty, strong","pungent, stinky",Little Qualicum Cheeseworks,,,,,
/fox-hill-parmesan/,Made from unpasteurized cow's milk,Canada,Nova Scotia,Parmesan,"hard, artisan",26%,"dense, firm and grainy",natural,straw,"nutty, salty","fruity, nutty",Fox Hill Cheese House,Foxhill ParmesRan,,,
/stracchinata/,Made from unpasteurized cow's milk,Italy,Veneto,"fresh soft, artisan",creamy and open,natural,pale yellow,"creamy, sweet",subtle,no,La Casearia Carpenedo S.r.l.,,,,,
/yarra-valley-saffy/,Made from cow's milk,Australia,"Yarra Valley, Victoria","soft, artisan",22.5 g/100g,creamy,rindless,white,"creamy, smokey","fresh, smokey",yes,Yarra Valley Dairy,,,,
/sartori-reserve-dolcina-gorgonzola/,Made from pasteurized cow's milk,United States,Wisconsin,Blue,"semi-firm, blue-veined",creamy and soft,natural,ivory,"mild, smooth, sweet","rich, spicy",Sartori,,,,,
/natural-smoked-van-gogh-gouda/,Made from pasteurized cow's milk,United States,Wisconsin,Gouda,semi-hard,compact,natural,pale yellow,subtle,smokey,Emmi Roth USA,,,,,
/goat-cheddar/,Made from pasteurized goat's milk,United States,California,Cheddar,"semi-soft, artisan",7 g/100g,smooth and soft,natural,white,"salty, strong, sweet","aromatic, grassy",yes,Central Coast Creamery,,,
/le-duc-vacherin/,Made from pasteurized cow's milk,France,Franche Comté,"soft, soft-ripened",smooth and soft,washed,ivory,"buttery, creamy, lemony, mild","rich, woody",Fromagerie Jean Perrin,,,,,,
/roque-river-blue-special-reserve/,Made from cow's milk,United States,Oregon,"semi-soft, blue-veined",creamy,leaf wrapped,pale yellow,"fruity, strong, sweet",fresh,Rogue Creamery,,,,,,
/la-rumeur/,Made from pasteurized cow's milk,Canada,Quebec,Brie,"soft, soft-ripened","buttery, creamy, runny and supple",bloomy,cream,"creamy, mild","mild, milky",La Maison Alexis de Portneuf Inc.,,,,,
/buttercup/,Made from pasteurized cow's and goat's milk,United States,Colorado,Monterey Jack,"semi-soft, artisan","creamy, firm and open",waxed,pale yellow,"buttery, creamy",yes,Haystack Mountain Goat Dairy,,,,,
/forme/,Made from pasteurized cow's milk,Italy,Veneto,soft,creamy,leaf wrapped,white,"creamy, herbaceous, subtle","fresh, pleasant",no,La Casearia Carpenedo S.r.l.,,,,,
/trelawny/,Made from pasteurized cow's milk,England,North Cornwall,Cornish,"semi-soft, artisan",crumbly,washed,ivory,"citrusy, creamy, lemony",nutty,yes,Whalesborough Farm Foods,,,,
/meredith-chevre-plain/,Made from pasteurized goat's milk,Australia,Victoria,"fresh soft, artisan",creamy and soft,rindless,white,"acidic, smooth","clean, fresh",yes,Meredith Dairy,,,,,
/teahive/,Made from pasteurized cow's milk,United States,Utah,Cheddar,"hard, artisan",firm,natural,pale yellow,"creamy, milky","aromatic, fruity",yes,Beehive Cheese Company,,,,
/comtomme/,Made from unpasteurized cow's milk,Canada,Québec,Tomme,"semi-soft, artisan",28%,firm and supple,washed,golden yellow,"buttery, fruity","buttery, fruity",Fromagerie La Station,,,,
/friesago/,Made from pasteurized sheep's milk,United States,Minnesota,"semi-hard, artisan","dense, firm and grainy",natural,pale yellow,"grassy, nutty, piquant, tangy","mild, pleasant",yes,Shepherd's Way Farms,,,,,
/herbes-de-provence-chevre/,Made from pasteurized goat's milk,United States,Colorado,"semi-soft, artisan",creamy and crumbly,rindless,white,"herbaceous, mild","clean, fresh",yes,Haystack Mountain Goat Dairy,,,,,
/provolone-mandarino-gran-riserva/,Made from pasteurized or unpasteurized cow's milk,Italy,Veneto,Pasta filata,"semi-hard, artisan","elastic, stringy and supple",natural,white,"pronounced, spicy, subtle",spicy,no,La Casearia Carpenedo S.r.l.,,,,
/bucheret/,Made from pasteurized goat's milk,United States,California,Brie,"soft, artisan, soft-ripened",10%,"buttery, chalky, dense, smooth and soft-ripened",bloomy,white,"buttery, mushroomy, nutty, tangy",rich,yes,Redwood Hill Farm & Creamery,,,
/le-chevrot/,Made from unpasteurized goat's milk,France,Loire Valley,soft,50%,"creamy, dense and firm",mold ripened,cream,"herbaceous, nutty, strong","goaty, strong",no,SEVRE & BELLE,,,,
/snowdrop/,Made from pasteurized goat's milk,United States,Colorado,Camembert,"soft, artisan, soft-ripened","creamy, runny and soft",bloomy,white,"creamy, mild, tangy","clean, grassy, lactic",yes,Haystack Mountain Goat Dairy,,,,
/cherokee-rose/,Made from unpasteurized cow's milk,United States,Georgia,Raclette,"hard, artisan","creamy, smooth and soft",natural,pale yellow,"buttery, nutty, sweet, tangy","fresh, milky",Nature's Harmony Farm,,,,,
/ships-wheel-brie/,Made from cow's milk,Australia,"Mornington Peninsula, Melbourne",Brie,artisan,creamy,"mild, nutty","mild, nutty",yes,BoatShed Cheese,,,,,,
/meredith-chevre-ash/,Made from pasteurized goat's milk,Australia,Victoria,"fresh soft, artisan",creamy and soft,ash coated,white,"creamy, smooth","clean, fresh",yes,Meredith Dairy,,,,,
/st-tola-divine/,Made from pasteurized goat's milk,"Inagh, Co Clare","fresh soft, artisan",14 g/100g,"creamy, soft and spreadable",rindless,white,"lemony, mild, milky","floral, mild, milky",no,Inagh Farmhouse Cheese Ltd,,,,,
/cornish-crumbly/,Made from pasteurized cow's milk,England,North Cornwall,Cheddar,"semi-soft, artisan",chalky,mold ripened,ivory,creamy,rich,yes,Whalesborough Farm Foods,,,,
/california-crottin/,Made from pasteurized goat's milk,United States,California,Brie,"soft, artisan, soft-ripened",10%,"dense, dry, firm and fluffy",mold ripened,cream,"earthy, full-flavored, pronounced, tangy",mushroom,yes,Redwood Hill Farm & Creamery,Terra,,
/caronzola/,Made from pasteurized cow's milk,Canada,Quebec,Blue,"soft, blue-veined",creamy,bloomy,ivory,mild,La Maison Alexis de Portneuf Inc.,,,,,,
/speziato/,Made from pasteurized cow's milk,Italy,Veneto,soft,compact,natural,ivory,"earthy, spicy",aromatic,no,La Casearia Carpenedo S.r.l.,Tartufino Speziato,,,,
/elberton-blue/,Made from unpasteurized cow's milk,United States,Georgia,Blue,"hard, blue-veined","creamy, crumbly, dense and firm",natural,yellow,"buttery, creamy, savory",rich,yes,Nature's Harmony Farm,,,,
/saanen-silk/,Made from goat's milk,Canada,Ontario,"semi-soft, artisan, soft-ripened","creamy, fluffy, runny and soft-ripened",bloomy,white,"mild, mushroomy","floral, pleasant",no,Cross Wind Farm,,,,,
/don-carlo/,Made from unpasteurized cow's milk,Italy,Veneto,"hard, artisan",crumbly and flaky,natural,pale yellow,"pronounced, spicy, strong","pleasant, spicy",no,La Casearia Carpenedo S.r.l.,,,,,
/fragolone/,Made from unpasteurized cow's milk,Italy,Veneto,Pasta filata,semi-soft,"elastic, soft, stringy and supple",natural,"pronounced, strong",fruity,no,La Casearia Carpenedo S.r.l.,,,,,
/haystack-mountain-feta/,Made from pasteurized goat's milk,United States,Colorado,Feta,"firm, brined",crumbly and dry,rindless,white,"mild, salty, tangy","clean, fresh, lactic",yes,Haystack Mountain Goat Dairy,,,,
/capriny/,Made from pasteurized goat's milk,Canada,Quebec,soft,creamy,rindless,white,"creamy, mild, sharp, sour",goaty,La Maison Alexis de Portneuf Inc.,"Capriny with Fine Herbs, Capriny Pepper",,,,,
/seahive/,Made from pasteurized cow's milk,United States,Utah,Cheddar,"hard, artisan",dry and firm,natural,pale yellow,"salty, sweet",floral,yes,Beehive Cheese Company,,,,
/capraricca/,Made from pasteurized goat's milk,Italy,Veneto,"soft, artisan, soft-ripened","creamy, runny and supple",bloomy,white,sweet,"fresh, goaty",no,La Casearia Carpenedo S.r.l.,,,,,
